Eating Stone,Ellen Meloy,Nature,2006
1491,Charles C. Mann,History,2006
The Crazed,Ha Jin,Cerebrovascular disease,2003
Letters to a Young Artist,Anna Deavere Smith,Business & Economics,2006
Miami Blues,Charles Ray Willeford,Fiction,2004
His Excellency,Joseph J. Ellis,Biography & Autobiography,2005
The curious incident of the dog in the night-time,Mark Haddon,Fiction,2003
Under the Banner of Heaven,Jon Krakauer,History,2004
Diary,Chuck Palahniuk,Fiction,2004
Haunted,Chuck Palahniuk,Fiction,2006
The Complete Short Novels,Anton Pavlovich Chekhov,Fiction,2005
Isaac Newton,James Gleick,Biography & Autobiography,2004
A Year at the Races,Jane Smiley,Sports & Recreation,2005
Beloved,Toni Morrison,Fiction,2004
Song of Solomon,Toni Morrison,Fiction,2004
You Shall Know Our Velocity!,Dave Eggers,Fiction,2003
Parallel Worlds,Michio Kaku,Science,2006
Who Will Run the Frog Hospital?,Lorrie Moore,Juvenile Fiction,2004
A Thousand Acres,Jane Smiley,Fiction,2003
Providence of a Sparrow,Chris Chester,Biography & Autobiography,2004
Istanbul,Orhan Pamuk,Biography & Autobiography,2006
The Razor's Edge,W. Somerset Maugham,Fiction,2003
The Dew Breaker,Edwidge Danticat,Fiction,2005
Under the Glacier,Halldór Laxness,Fiction,2005
Case Closed,Gerald Posner,History,2003
Love in the Time of Cholera,Gabriel García Márquez,Fiction,2003
Strange Pilgrims,Gabriel García Márquez,Fiction,2006
Chronicle of a Death Foretold,Gabriel Garcia Marquez,Fiction,2003
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,Fiction,2002
A Madman Dreams of Turing Machines,Janna Levin,Fiction,2006
Lidia's Family Table,Lidia Matticchio Bastianich;David Nussbaum,Cooking,2004
Lidia's Italy,Tanya Bastianich Manuali,Cooking,2007
Ten Days in the Hills,Jane Smiley,Fiction,2007
The Origin of Species,Charles Darwin,Science,2003
Pnin,Vladimir Vladimirovich Nabokov,Fiction,2004
The Plague,Albert Camus,Fiction,2004
Dead Souls,Nikolaĭ Vasilʹevich Gogolʹ,Fiction,2004
The General in His Labyrinth,Gabriel García Márquez,Fiction,2004
My Life in France,Julia Child;Alex Prud'homme,Biography & Autobiography,2006
Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,2006
Suite Francaise,Irene Nemirovsky,Fiction,2006
Confessions of a French Baker,Peter Mayle;Gerard Auzet,Cooking,2005
Imperial Life in the Emerald City,Rajiv Chandrasekaran,History,2006
See No Evil,,Political Science,2002
Gale Gand's Short + Sweet,Gale Gand;Julia Moskin,Cooking,2004
Fugitives and Refugees,Chuck Palahniuk,Travel,2003
"Isolde, Queen of the Western Isle",Rosalind Miles,Fiction,2003
Last Train to Paradise,Les Standiford,History,2003
"The Hedgehog, the Fox, and the Magister's Pox",Stephen Jay Gould,Science,2003
The Last Hours of Ancient Sunlight,Thom Hartmann,Political Science,2004
The Ruby Ring,Diane Haeger,Fiction,2005
Eat This Book,Tyler Florence,Cooking,2005
Tyler's Ultimate,Tyler Florence,Cooking,2006
Everyday Italian,Giada De Laurentiis,Cooking,2005
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,2004
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,1979
Godless,Ann H. Coulter,Political Science,2006
Angry Black White Boy,Adam Mansbach,Fiction,2005
The Family that Couldn't Sleep,Daniel T. Max,Health & Fitness,2006
The Secret Society of Demolition Writers,Aimee Bender;Marc Parent,Fiction,2005
Peony in Love,Lisa See,Fiction,2007
The Wild Trees,Richard Preston,Nature,2007
There's a (slight) Chance I Might be Going to Hell,Laurie Notaro,Cities and towns,2007
American Gospel,Jon Meacham,History,2006
Scoop,Rene Gutteridge,Fiction,2006
Port Mungo,Patrick McGrath,Fiction,2005
In the Company of Cheerful Ladies,Alexander McCall Smith,Fiction,2006
Blue Shoes and Happiness,Alexander McCall Smith,Fiction,2007
Saturday,Ian McEwan,Fiction,2006
Collected Poems,Chinua Achebe,Poetry,2004
The Disappointment Artist,Jonathan Lethem,Literary Collections,2006
Created In Darkness By Troubled Americans,Dave Eggers,Humor,2005
The Sunday Philosophy Club,Alexander McCall Smith,Fiction,2005
Yellow Dog,Martin Amis,Fiction,2005
Titan,Ron Chernow,Biography & Autobiography,2004
Einstein's Dreams,Alan P. Lightman,Fiction,1993
For Her Own Good,Barbara Ehrenreich;Deirdre English,History,2005
Learned Optimism,Martin E. P. Seligman,Psychology,2006
Love,,Fiction,2005
The Island At The Center Of The World,Russell Shorto,History,2005
McSweeney's Enchanted Chamber of Astonishing Stories,Michael Chabon;Michael Mignola,Fiction,2004
Operating Instructions,Anne Lamott,Family & Relationships,2005
The Da Vinci Code,Dan Brown,Fiction,2006
Kafka on the Shore,Haruki Murakami,Fiction,2006
Company,Max Barry,Fiction,2007
The Plot Against America,Philip Roth,Fiction,2005
Mulliner Nights,Pelham Grenville Wodehouse,Fiction,1961
Checkpoint,Nicholson Baker,Fiction,2005
Blood Done Sign My Name,Timothy B. Tyson,Biography & Autobiography,2004
The Finer Points of Sausage Dogs,Alexander McCall Smith,Fiction,2003
Blood on the Moon,James Ellroy,Fiction,2005
The Promise,Chaïm Potok,Fiction,2005
The Greenlanders,Jane Smiley,Fiction,2005
Before the Frost,Henning Mankell,Fiction,2006
The Brief History of the Dead,Kevin Brockmeier,Fiction,2007
"Blind Willow, Sleeping Woman",Haruki Murakami,Fiction,2007
Beowulf,Howell D. Chickering,Literary Criticism,2006
The Complete Stories of Truman Capote,Truman Capote,Fiction,2005
The Sea,John Banville,Fiction,2006
Arthur and George,Julian Barnes,Fiction,2007
The Eiger Sanction,Trevanian,Fiction,2005
Shibumi,Trevanian,Fiction,2005
Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,Juvenile Nonfiction,2006
"The Invisibles, the Invisible Kingdom",Grant Morrison,Comics & Graphic Novels,2002
On the Road to Perdition,Max Allan Collins;Jose Luis Garcia-Lopez,Comics & Graphic Novels,2003
Transmetropolitan: Back on the street,Warren Ellis,Antiheroes,1998
"John Constantine, Hellblazer: Setting sun",Warren Ellis,Comics & Graphic Novels,2004
Superman,Mark Waid;Leinil Francis Yu,Comics & Graphic Novels,2004
The Sgt. Rock Archives,Robert Kanigher;Bob Haney,Comics & Graphic Novels,2005
Arkham Asylum,Grant Morrison;Dave McKean,Comics & Graphic Novels,2004
Kid Eternity,Grant Morrison;Duncan Fegredo,Comics & Graphic Novels,2006
Challengers of the Unknown,Howard Chaykin;Michelle Madsen,Comics & Graphic Novels,2006
Fables: Wolves,Bill Willingham,"Comic books, strips, etc",2002
Neil Gaiman's Neverwhere,Mike Carey;Glenn Fabry;Tony Luke,Comics & Graphic Novels,2007
A Kin of Homecoming,Brian Azzarello;Marcelo Frusin,Fiction,2006
The Absolute Sandman,Neil Gaiman;Sam Kieth,Comics & Graphic Novels,2006
How to Talk So Teens Will Listen & Listen So Teens Will Talk,Adele Faber,Communication in families,2006
Desolation Jones,Warren Ellis;J. H. Williams;José Villarrubia,Comics & Graphic Novels,2006
Jack of Fables,Bill Willingham;Matthew Sturges;Tony Akins;Andrew Pepoy,Comics & Graphic Novels,2007
Sgt. Rock,Joe Kubert,Comics & Graphic Novels,2007
Superman,Kurt Busiek;Fabian Nicieza;Pete Woods;Len Wein;Gerry Conway;José Luis García-López,Juvenile Fiction,2007
Pledged,Alexandra Robbins,Education,2004
There's No Place Like Here,Cecelia Ahern,Fiction,2007
Jamie's Dinners,Jamie Oliver,Cooking,2004
Jamie's Italy,Jamie Oliver,Cooking,2006
I Shouldn't Even Be Doing This!,Bob Newhart,Biography & Autobiography,2006
Leadership through the ages,Rudolph W. Giuliani,Biography & Autobiography,2003
Being dead is no excuse,Gayden Metcalfe;Charlotte Hays,Cooking,2005
Illustrated Guide to the National Electrical Code,Charles R. Miller,Technology & Engineering,2005
Mother God,Sylvia Browne,"Body, Mind & Spirit",2004
The Power of Infinite Love & Gratitude,Darren R. Weissman,Health & Fitness,2007
60 Million Frenchmen Can't be Wrong,Jean-Benoît Nadeau;Julie Barlow,Social Science,2003
The Wizard's Apprentice,Jackie French Koller,Audiobooks,2003
Treasure Island,Chris Tait;Robert Louis Stevenson;Lucy Corvino,Juvenile Fiction,2005
The Secret Garden,Martha Hailey Dubose;Frances Hodgson Burnett;Martha Hailey,Juvenile Fiction,2005
Black Beauty,Anna Sewell,Juvenile Fiction,2004
A Little Princess,Frances Hodgson Burnett,Juvenile Fiction,2004
Treasure Island,Robert Louis Stevenson,Juvenile Fiction,2004
The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,2004
The Adventures of Tom Sawyer,Mark Twain,Juvenile Fiction,2004
The Easy Way to Stop Smoking,Allen Carr,Self-Help,2004
Making and Mastering Wood Planes,David Finck;James Krenov,Crafts & Hobbies,2005
The Adventures of Huckleberry Finn,Mark Twain,Juvenile Fiction,2006
Gulliver's Travels,Martin Woodside;Jonathan Swift;Jamel Akib,Juvenile Fiction,2006
The Book of the Dragon,,Fiction,2005
Off to Sea,Robert Louis Stevenson;Catherine Nichols,Juvenile Fiction,2006
Lila's Child,Dan Glover,Computers,2003
"V.S. Naipaul, Second Edition",Bruce King,Literary Criticism,2003
EntreMundos/AmongWorlds,AnaLouise Keating,Literary Collections,2005
Strawberry Days,David A. Neiwert,History,2005
Tolkien's Modern Middle Ages,J. Chance;A. Siewers,Literary Criticism,2008
How to Read a Poem,Terry Eagleton,Literary Criticism,2006
Christian Theology,Alister E. McGrath,Religion,2006
South Park and Philosophy,Robert Arp,Philosophy,2006
The Faraway Tree Stories,Enid Blyton,"Children's stories, English",1987
The Mystery of the Disappearing Cat,Enid Blyton,Cats,1944
The Mystery of the Secret Room,Enid Blyton,Children's stories,2009
Babar the King,Jean de Brunhoff,Cities and towns,2004
Den of Thieves,Julia Golding,Adventure stories,2007
The Pursuit of History,John Tosh;Sean Lang,History,2006
Spire,William Golding,Fiction,2006
Flatland,Edwin Abbott Abbott,Fiction,2006
Lost Illusions,Honoré de Balzac,Fiction,2006
Nöddebo Parsonage,Bentley,,2019
A Doll's House,Henrik Ibsen,Performing Arts,2007
"Israel's Shepherd; Or, Thoughts on the Love of God, Manifested in Christ Jesus. in a Series of Letters",Hardpress,History,2019
"The Pronouncing Reading Book for Children, With an Intr., by W.L. Robinson",William L Robinson,History,2019
A Commentary Upon the Gospel According to S. Luke,Saint Cyril (patriarch of Alexandria),History,2019
Collections of the Massachusetts Historical Soceity,Hardpress,History,2019
The Story of the Life of Lafayette,Mrs John Farrar,History,2019
The End of Nana Sahib,Jules Verne,Fiction,2003
The Taming of the Shrew,William Shakespeare,,2003
Sparknotes Henry IV,John Crowther,Study Aids,2005
Existential Meditation,Simon Cleveland,Existentialism,2005
A Million Little Pieces of Feces,Python Bonkers,Fiction,2006
The Master and Margarita,Mikhail Afanasevich Bulgakov,Fiction,2006
The Radical Right and the Murder of John F. Kennedy,Harrison E. Livingstone,History,2004
A Dracula Handbook,Elizabeth Miller,Education,2005
Gunslinger Girl,Yu Aida,Comics & Graphic Novels,2003
Pretear,Kaori Naruse;Junichi Satou,Comics & Graphic Novels,2005
Shaken,Jerry B. Jenkins;Tim F. LaHaye;Chris Fabry,Juvenile Fiction,2005
The Regime,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2005
The Rapture,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2007
Looking for God in Harry Potter,John Granger,Literary Criticism,2006
The Good Earth,Pearl S. Buck;Stephanie Reents,Fiction,2005
Oedipus the King,Sophocles;Frederic Will;Bernard Knox,Drama,2005
Gulliver's Travels and A Modest Proposal,Jonathan Swift;Jesse Gale,Fiction,2005
Dirty Little Secrets,Julie Leto,Fiction,2005
The Voyage of the Jerle Shannara Trilogy,Terry Brooks,Fantasy,2004
If You Dare,Kresley Cole,Fiction,2005
"Have Space Suit, Will Travel",Robert A. Heinlein,Fiction,2005
Tunnel in the Sky,Robert A. Heinlein,Fiction,2005
Citizen of the Galaxy,Robert A. Heinlein,Fiction,2005
Where Are the Children?,Mary Higgins Clark,Fiction,2005
Star Trek: Voyager: String Theory #3,Heather Jarman,Fiction,2006
Wind Rider's Oath,David Weber,Fiction,2005
On Basilisk Station,David Weber,Fiction,2005
1635: Cannon Law,Eric Flint;Andrew Dennis,Fiction,2006
The Farthest Shore,Ursula K. Le Guin,Fiction,2004
A Hunger Like No Other,Kresley Cole,Fiction,2006
No Rest for the Wicked,Kresley Cole,Fiction,2006
Playing Easy to Get,Kresley Cole;Sherrilyn Kenyon;Jaid Black,Fiction,2006
Sahara,Clive Cussler,Fiction,2005
Deep Six,Clive Cussler,Fiction,2005
Happy Hour at Casa Dracula,Marta Acosta,Fiction,2006
Midnight Brunch,Marta Acosta,Fiction,2007
Oath of Swords,David Weber,Fiction,2006
By Slanderous Tongues,Mercedes Lackey;Roberta Gellis,Fiction,2007
Bedlam's Edge,Mercedes Lackey;Rosemary Edghill,Fiction,2007
Cell,Stephen King,Fiction,2006
Angels & Demons,Dan Brown,Fiction,2006
Deception Point,Dan Brown,Fiction,2006
Controversy Creates Cash,Eric Bischoff;Jeremy Roberts,Biography & Autobiography,2006
Ricochet,Sandra Brown,Fiction,2007
Sixteen Thirty-two,Eric Flint,Fiction,2006
Bedlam's Bard,Mercedes Lackey;Ellen Guon,Fiction,2006
The Guy Not Taken,Jennifer Weiner,Fiction,2006
Santa Cruise,Mary Higgins Clark;Carol Higgins Clark,Fiction,2006
Dragon,Clive Cussler,Fiction,2006
More Twisted,Jeffery Deaver,Fiction,2006
Wild Magic,Tamora Pierce,Juvenile Fiction,2005
Godless,Pete Hautman,Juvenile Fiction,2005
The Realms of the Gods,Tamora Pierce,Juvenile Fiction,2006
Amelia's Notebook,Marissa Moss,Juvenile Fiction,2006
Go Ask Alice,Anonymous,Young Adult Fiction,2006
Same Sex in the City,Lauren Levin;Lauren Blitzer,Self-Help,2006
Ghost Ship,Mary Higgins Clark,Juvenile Fiction,2007
Z for Zachariah,Robert C. O'Brien,Juvenile Fiction,2007
Crazy Hot,Melissa de la Cruz,Juvenile Fiction,2007
He's Just Not That Into You (The Newly Expanded Edition),Greg Behrendt;Liz Tuccillo,Family & Relationships,2006
Kristy's Great Idea,Ann M. Martin;Raina Telgemeier,Juvenile Fiction,2006
The Birth Of Tragedy,Friedrich Wilhelm Nietzsche,Philosophy,2004
The Curious Incident of the Dog in the Night-time,Mark Haddon,Autism,2003
The Scarlet Letter,Nathaniel Hawthorne,Study Aids,2006
Harm's Way,Elizabeth Stewart,Fiction,2005
Wicked Sacrifice,Lora Leigh,Fiction,2006
Ellora's Cavemen,Elisa Adams;Sylvia Day;Anna J. Evans;Denise A. Agnew;B. J. McCall,Fiction,2005
The Trojan Women,Euripides;Gilbert Murray,Drama,2006
The Art of Howl's Moving Castle,Hayao Miyazaki,Performing Arts,2005
Howls Moving Castle Picture Book,Hayao Miyazaki,Comics & Graphic Novels,2005
Howl's Moving Castle Film Comic,Hayao Miyazaki,Comics & Graphic Novels,2005
"Fullmetal Alchemist, Vol. 5",Hiromu Arakawa,Comics & Graphic Novels,2006
Fullmetal Alchemist: The Abducted Alchemist (Novel),Hiromu Arakawa,Juvenile Fiction,2006
Maison Ikkoku,Rumiko Takahashi,Comics & Graphic Novels,2006
Beauty is the Beast,Tomo Matsumoto,Comics & Graphic Novels,2006
Bleach,Tite Kubo,Comics & Graphic Novels,2006
Battle Angel Alita: Last Order,Yukito Kishiro,Comics & Graphic Novels,2006
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2006
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2006
Ranma 1/2,Rumiko Takahashi,Comics & Graphic Novels,2006
From Far Away,Kyoko Hikawa,Comics & Graphic Novels,2007
Death Note,Tsugumi Ohba;Takeshi Obata,Comics & Graphic Novels,2006
Hikaru no Go,Yumi Hotta,Comics & Graphic Novels,2006
JoJo's Bizarre Adventure: Part 3--Stardust Crusaders,Hirohiko Araki,Comics & Graphic Novels,2006
Yakitate!! Japan,Takashi Hashiguchi,Comics & Graphic Novels,2007
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2007
Angel's Vision,Yukito Kishiro,Comics & Graphic Novels,2006
The Drifting Classroom,Kazuo Umezu,Comics & Graphic Novels,2007
Bleach,Tite Kubo,Comics & Graphic Novels,2007
Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2007
Ghost in the Shell 2: Innocence (Novel - Paperback),Masaki Yamada,Comics & Graphic Novels,2007
Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Rob Kidd,Juvenile Fiction,2006
Pirates of the Caribbean: The Siren Song - Jack Sparrow Book #2,Rob Kidd,Juvenile Fiction,2006
Pirates of the Caribbean: Jack Sparrow #3 - the Pirate Chase,Rob Kidd,Juvenile Fiction,2006
Pirates of the Caribbean: The Sword of Cortes - Jack Sparrow #4,Rob Kidd,Juvenile Fiction,2006
"The Percy Jackson and the Olympians, Book Three: Titan's Curse",Rick Riordan,Juvenile Fiction,2007
Pirates of the Caribbean: Age of Bronze - Jack Sparrow #5,Rob Kidd,Juvenile Fiction,2006
The Sea of Monsters,Rick Riordan,Juvenile Fiction,2007
Surfer's Code,Shaun Tomson;Patrick J. Moser,Self-Help,2006
Kokopelli,Dennis Slifer,Art,2007
Metamorphoses,Ovid,,2006
The Trouble with the Pears,Gia Bathory Al Babel,Fiction,2006
The Adventures of Sally,P. G. Wodehouse,Fiction,2007
As You Like It,William Shakespeare,Drama,2011
Henry V,William Shakespeare,Drama,2011
Henry IV,William Shakespeare,Drama,2011
Shakespeare's Sonnets,William Shakespeare,Drama,2011
Henry VIII,William Shakespeare,Drama,2001
Living with the Passive-Aggressive Man,Scott Wetzler,Psychology,2011
Metamorphoses,Publius Naso,,2012
No Cherubs for Melanie,James Hawkins,Fiction,2002
Bite Me!,Nikki Stafford,Performing Arts,2002
From Far Away,Robert N. Munsch;Saoussan Askar;Michael Martchenko,Juvenile Fiction,1995
Magic Carpet Ride,John Kay;John Einarson,Biography & Autobiography,1994
Ecuador Nature Guide,Christopher D. Jiggins,Botanique,2000
Lord Jim,Joseph Conrad,Fiction,2000
Alice's Adventures in Wonderland,Lewis Carroll,Juvenile Fiction,2000
The Governess,Sarah Fielding,Fiction,2005
The Woman in White,Wilkie Collins,Fiction,2006
The Hound of the Baskervilles,Arthur Conan Doyle,Fiction,2006
Tiger Prince,Erin St. Claire;Sandra Brown,Fiction,1999
Shadows at Sunset,Anne Stuart,Fiction,2000
The Thrill of Victory,Sandra Brown,Fiction,2003
Strange Bedpersons,Jennifer Crusie,Fiction,1994
The Wedding Night,Jayne Ann Krentz,Fiction,2001
Warrior,Elizabeth Lowell,Fiction,2002
What the Lady Wants,Jennifer Crusie,Fiction,2002
Dancing on Air,Frances Oliver,Fiction,2004
Suki's Kimono,Chieri Uegaki;Stephane Jorisch,Juvenile Fiction,2003
Terry,Douglas Coupland,Biography & Autobiography,2005
"Louisa May Alcott on Race, Sex, and Slavery",Louisa May Alcott,Fiction,1997
The Blood Wood,Rob Cruz;Roger Gaudreau;Jennifer Hartshorn;Ian Lemke;Diane Piron-Gelman;Louis J. Prosperi;Sharon Turner Mulvihill,Games & Activities,1997
Stir-fry,Emma Donoghue,Fiction,1994
The Gonzo Way,Anita Thompson,Biography & Autobiography,2007
Some Ether,Nick Flynn,Poetry,2000
Your Inner Physician and You,John E. Upledger,Medical,1997
A Saucer of Loneliness,Theodore Sturgeon,Fiction,2002
Healing with Whole Foods,Paul Pitchford,Health & Fitness,2002
Empire 2.0,Régis Debray,Political Science,2004
James Dean,David Dalton,Biography & Autobiography,2001
Women & Cats,Michelle Lovric,Pets,2003
Nine Coaches Waiting,Mary Stewart;Sandra Brown,Fiction,2006
The Winthrop Woman,Anya Seton,Fiction,2006
Angel of the Outback,Patricia Hickman,Fiction,1995
The Hitchhiker's Guide to the Galaxy,Robbie Stamp;Paul Simpson,Performing Arts,2005
The Sideways Guide to Wine and Life,Alexander Payne;Jim Taylor,Performing Arts,2005
The Namesake,Jhumpa Lahiri;Mira Nair,Performing Arts,2006
George Washington's Rules of Civility and Decent Behaviour,George Washington,History,1989
The Mystery of the Brass Bound Trunk,Carolyn Keene,Fiction,2001
The Mystery of the Moss-Covered Mansion,Carolyn Keene,Juvenile Fiction,2003
The Apple that Astonished Paris,Billy Collins,American poetry,1988
Keeping Faith,Jimmy Carter,Biography & Autobiography,1995
A Guide for Using a Wrinkle in Time in the Classroom,John Carratello;Patty Carratello,Education,1991
The Picture of Dorian Gray,Oscar Wilde,Fiction,2005
"The Adventures of Baron Munchausen, the Screenplay",Charles McKeown;Terry Gilliam,Performing Arts,1989
The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),Jess Borgeson;Adam Long;Daniel Singer,Drama,1994
Spring's Awakening,Frank Wedekind,Fiction,1995
Paul Kirk's Championship Barbecue Sauces,Paul Kirk,Cooking,1997
Smart Love,Martha Heineman Pieper;William Joseph Pieper,Family & Relationships,2001
Not Your Mother's Slow Cooker Cookbook,Beth Hensperger;Julie Kaufmann,Cooking,2004
Betty Friedan and the Making of The Feminine Mystique,Daniel Horowitz,Political Science,2000
The Complete ACOA Sourcebook,Janet G. Woititz,Self-Help,2002
Three Daughters of Madame Liang,Pearl Sydenstricker Buck,Fiction,1969
"East Wind, West Wind",Pearl Sydenstricker Buck,Fiction,1930
A guided tour of five works by Plato,Christopher Biffle;Plato,Philosophy,1995
A Tempest,Aimé Césaire;Richard Miller,Drama,2002
Dogeaters,Jessica Tarahata Hagedorn,Drama,2003
The Birth of Heroin and the Demonization of the Dope Fiend,Th Metzger,Social Science,1998
Marine Conservation Biology,Michael E. Soulé;Michael E. Marine Conservation Biology Institute,Nature,2005
Flowers for Algernon,Patrice Cassedy,Juvenile Nonfiction,2000
On the Bus,Paul Perry;Ken Babbs,Social Science,1996
Requiem for a Dream,Hubert Selby,Fiction,1999
The Gangs of New York,,History,1990
Expelled from Eden,Perseus,Fiction,2004
"Pink Flamingos, and Other Filth",John Waters,Performing Arts,2005
The Big Empty,Norman Mailer;John Buffalo Mailer,Literary Collections,2006
Monster Island,David Wellington,Fiction,2006
Into the Void,Nigel Findley,Fiction,1991
The Zen Gardening Kit,Running Press,Gardening,1992
The Not So Big House,Sarah Susanka;Kira Obolensky,House & Home,1998
"Remembrance of Things Past, Part 2",Stéphane Heuet;Marcel Proust;Stanislas Brézet,Comics & Graphic Novels,2002
Wokini,Billy Mills;Nicholas Sparks,Self-Help,1990
Power Vs. Force,David R. Hawkins,"Body, Mind & Spirit",2002
"Boomers, Xers, and Other Strangers",Rick Hicks;Kathy Hicks,Social Science,1999
The Three Musketeers,Alexandre Dumas,Comics & Graphic Novels,2010
The Other Woman,Ann O'Leary,Fiction,1999
Don't Wait for Your Ship to Come In,John Mason,Religion,1994
The Heart of a Leader,Kenneth H. Blanchard,Religion,1999
The Quiet Little Woman,Louisa May Alcott,Fiction,1999
The Boomer Bible,R. F. Laird;Robert F. Laird,Humor,1991
Barnyard Dance!,Sandra Boynton,Juvenile Fiction,1993
Read my lips,Riki Anne Wilchins,Biography & Autobiography,1997
Batman Gothic,Grant Morrison;Klaus Janson,Comics & Graphic Novels,1992
Season of Mists,Neil Gaiman;Kelley Jones,Comics & Graphic Novels,1992
The Books of Magic,Neil Gaiman,Comics & Graphic Novels,1993
Mystery Play,Grant Morrison;Jon J. Muth,Comics & Graphic Novels,1995
"John Constantine, Hellblazer",Garth Ennis;Steve Dillon,Comics & Graphic Novels,1997
Dream Country,Neil Gaiman;Kelley Jones;Charles Vess,Comics & Graphic Novels,1995
Preludes and Nocturnes,Neil Gaiman;Sam Kieth;Mike Dringenberg;Todd Klein;Danny Vozzo,Comics & Graphic Novels,1991
The Tragical Comedy Or Comical Tragedy of Mr. Punch,Neil Gaiman,Comics & Graphic Novels,1995
The Wake,Neil Gaiman,"Comic books, strips, etc",1991
Kingdom Come,Mark Waid;Alex Ross;Todd Klein,Comics & Graphic Novels,1997
Death,Neil Gaiman;Chris Bachalo;Mark Buckingham;Mike Dringenberg,Comics & Graphic Novels,1997
JLA,Grant Morrison,Juvenile Fiction,1997
Michael Moorcock's Multiverse,Michael Moorcock;Walter Simonson;Mark Reeve;John Ridgway,Comics & Graphic Novels,1999
Son of Superman,Howard V. Chaykin;David Tischman,Comics & Graphic Novels,1999
The Invisibles,Grant Morrison;Chris Weston;Ivan Reis;Ray Kryssing,Comics & Graphic Novels,2000
The Flash,Mark Waid;Humberto Ramos,Juvenile Fiction,2000
"The Invisibles, Apocalipstick",Grant Morrison;Jill Thompson,Fiction,2001
The Authority,Warren Ellis;Bryan Hitch;Mark Millar;Frank Quitely,Science,2000
Transmetropolitan: Spider's thrash,Warren Ellis,Antiheroes,2004
The Cure,Warren Ellis,"Comic books, strips, etc",2003
Exploring the Northern Tradition,Galina Krasskova,Religion,2005
"Laguna, I Love You",John Weld,History,1996
Happy Endings,Mimi Dietrich,Crafts & Hobbies,2003
Letters,John Barth,Fiction,1994
Point Counter Point,Aldous Huxley,Fiction,2001
The Last Days,Raymond Queneau;Barbara Wright;Vivian Kogan,Fiction,1996
Heartsnatcher,Boris Vian,Fiction,2003
The Review of Comtemporary Fiction - Future of Fiction,John O'Brien;David Foster Wallace,Literary Criticism,1996
The Eternal Champion,Michael Moorcock;Tom Canty,Fiction,1996
Tales of Magick,Phil Brucato;Aaron Rosenberg,Fiction,1998
Changeling Storytellers Guide,Mark Hunter;Nancy Schultz-Yetter;Steve Kenson;Ian Lemke;Nicky Rea,Games,1998
Stormie,Stormie Omartian,Biography & Autobiography,1997
The Sharpshooter Blues,Lewis Nordan,Fiction,1997
Enslaved by Ducks,Bob Tarte,Biography & Autobiography,2004
Hemingway and Bailey's Bartending Guide to Great American Writers,Mark Bailey,Cooking,2006
Water for Elephants,Sara Gruen,Fiction,2007
On Genesis,Saint Augustine (of Hippo),Religion,2004
On Christian Belief,Saint Augustine,Religion,2005
The Truth about Columbus,James W. Loewen,Education,1992
Japan at War,Haruko Taya Cook;Theodore F. Cook,History,1992
Lies My Teacher Told Me,James W. Loewen,Education,1995
The War,Marguerite Duras,Biography & Autobiography,1994
On Language,Noam Chomsky;Mitsou Ronat,Language Arts & Disciplines,1998
Industry and Empire,Eric J. Hobsbawm;Chris Wrigley,Business & Economics,1999
On the Edge of the New Century,Eric J. Hobsbawm;Antonio Polito,History,2001
Dr. Seuss Goes to War,Richard H. Minear;Dr. Seuss,History,2001
A People's History of the United States,Howard Zinn;Kathy Emery;Ellen Reeves,History,2003
The Assassination of Julius Caesar,Michael Parenti,History,2004
Interesting Times,Eric J. Hobsbawm,Biography & Autobiography,2005
After Many a Summer Dies the Swan,Aldous Huxley,Fiction,1993
Wittgenstein's Vienna,Allan Janik;Stephen Toulmin,History,1996
Complete Essays,Aldous Huxley,English essays,2001
Foghorn Outdoors Pacific Northwest Hiking,Scott Leonard;Megan McMorris,Sports & Recreation,2005
Road Trip USA,Jamie Jensen,Travel,2006
From Nomads to Pilgrims,Diana Butler Bass;Joseph Stewart-Sicking,Religion,2005
The Life You Were Born to Live,Dan Millman,Self-Help,2000
Zora neale Hurston,Henry L. Gates,Literary Criticism,2000
Things,Georges Perec;David Bellos,Comics & Graphic Novels,1990
"W, Or, The Memory of Childhood",Georges Perec,Fiction,2003
The Woman in Black,Susan Hill,Juvenile Fiction,2002
Selected Poems of Herman Melville,Herman Melville,Poetry,2004
A Void,Georges Perec,Fiction,2005
How Tom Beat Captain Najork and His Hired Sportsmen,Russell Hoban;Quentin Blake,Juvenile Fiction,2006
A Near Thing for Captain Najork,Russell Hoban,Inventions,2006
Angels,Jacqueline Carey,Religion,1997
